Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
"Hui T, Cao Q, Wegrzyn-Woltosz J, O'Neill K, Hammond CA, Knapp DJHF, Laks E, Moksa M, Aparicio S, Eaves CJ, Karsan A, Hirst M",10.1016/j.stemcr.2018.07.003,,,Stem Cell Reports,PMC6093082,30078558,Journal Article,2018.0,Stem Cell Reports. 2018 Aug 14;11(2):2.  10.1016/j.stemcr.2018.07.003,High-Resolution Single-Cell DNA Methylation Measurements Reveal Epigenetically Distinct Hematopoietic Stem Cell Subpopulations.
"You FM, Xiao J, Li P, Yao Z, Jia G, He L, Kumar S, Soto-Cerda B, Duguid SD, Booker HM, Rashid KY, Cloutier S",10.3390/ijms19082303,,,International Journal of Molecular Sciences,PMC6121305,30082613,Journal Article,2018.0,Int J Mol Sci. 2018 Aug 6;19(8):8.  10.3390/ijms19082303,Genome-Wide Association Study and Selection Signatures Detect Genomic Regions Associated with Seed Yield and Oil Quality in Flax.
"Carlson ML, Young JW, Zhao Z, Fabre L, Jun D, Li J, Li J, Dhupar HS, Wason I, Mills AT, Beatty JT, Klassen JS, Rouiller I, Duong F",10.7554/eLife.34085,,,eLife,PMC6093710,30109849,Journal Article,2018.0,Elife. 2018 Aug 15;7():.  10.7554/eLife.34085,"The Peptidisc, a simple method for stabilizing membrane proteins in detergent-free solution."
"Oliveira M, Ibanescu RI, Anstett K, Mésplède T, Routy JP, Robbins MA, Brenner BG, Montreal Primary HIV (PHI) Cohort Study Group.",10.1186/s12977-018-0440-3,,,Retrovirology,PMC6098636,30119633,Journal Article,2018.0,Retrovirology. 2018 Aug 17;15(1):1.  10.1186/s12977-018-0440-3,"Selective resistance profiles emerging in patient-derived clinical isolates with cabotegravir, bictegravir, dolutegravir, and elvitegravir."
"Brind'Amour J, Kobayashi H, Richard Albert J, Shirane K, Sakashita A, Kamio A, Bogutz A, Koike T, Karimi MM, Lefebvre L, Kono T, Lorincz MC",10.1038/s41467-018-05841-x,,,Nature Communications,PMC6102241,30127397,Journal Article,2018.0,Nat Commun. 2018 Aug 20;9(1):1.  10.1038/s41467-018-05841-x,LTR retrotransposons transcribed in oocytes drive species-specific and heritable changes in DNA methylation.
"Leal I, Bergeron MJ, Feau N, Tsui CKM, Foord B, Pellow K, Hamelin R, Sturrock R",,,,Phytopathology,,30145938,Journal Article,2018.0,Phytopathology. 2018 Aug 26;():.  10.1094/PHYTO-12-17-0399-R,Cryptic speciation in western North America and eastern Eurasia of the pathogens responsible for laminated root rot.
"Chiu R, Nip KM, Chu J, Birol I",10.1186/s12920-018-0402-6,,,BMC Medical Genomics,PMC6131862,30200994,Journal Article,2018.0,BMC Med Genomics. 2018 Sep 10;11(1):1.  10.1186/s12920-018-0402-6,TAP: a targeted clinical genomics pipeline for detecting transcript variants using RNA-seq data.
"Scott E, Hasbullah JS, Ross CJ, Carleton BC",,,,Pharmacogenomics,,30213233,Journal Article,2018.0,Pharmacogenomics. 2018 Oct;19(15):15.  10.2217/pgs-2018-0124,Reducing anthracycline-induced cardiotoxicity through pharmacogenetics.
"Whitehill JGA, Yuen MMS, Henderson H, Madilao L, Kshatriya K, Bryan J, Jaquish B, Bohlmann J",,,,New Phytologist,,30216451,Journal Article,2018.0,New Phytol. 2018 Sep 14;():.  10.1111/nph.15477,Functions of stone cells and oleoresin terpenes in the conifer defense syndrome.
"Kenward PA, Simister RL, Morgan-Lang C, Finke N, Sturm A, Hallam SJ, Crowe SA",,,,Environmental Microbiology Reports,,30230256,Journal Article,2018.0,Environ Microbiol Rep. 2018 Sep 19;():.  10.1111/1758-2229.12690,Recovering cellular biomass from fluids using chemical flocculation.
"Masalia RR, Temme AA, Torralba NL, Burke JM",10.1371/journal.pone.0204279,,,PLOS One,PMC6147562,30235309,Journal Article,2018.0,PLoS One. 2018;13(9):9.  10.1371/journal.pone.0204279,Multiple genomic regions influence root morphology and seedling growth in cultivated sunflower (Helianthus annuus L.) under well-watered and water-limited conditions.
"Arthur SE, Jiang A, Grande BM, Alcaide M, Cojocaru R, Rushton CK, Mottok A, Hilton LK, Lat PK, Zhao EY, Culibrk L, Ennishi D, Jessa S, Chong L, Thomas N, Pararajalingam P, Meissner B, Boyle M, Davidson J, Bushell KR, Lai D, Farinha P, Slack GW, Morin GB, Shah S, Sen D, Jones SJM, Mungall AJ, Gascoyne RD, Audas TE, Unrau P, Marra MA, Connors JM, Steidl C, Scott DW, Morin RD",10.1038/s41467-018-06354-3,,,Nature Communications,PMC6167379,30275490,Journal Article,2018.0,Nat Commun. 2018 Oct 1;9(1):1.  10.1038/s41467-018-06354-3,Genome-wide discovery of somatic regulatory variants in diffuse large B-cell lymphoma.
"Bibok MB, Votova K, Balshaw RF, Penn M, Lesperance ML, Harris DR, Sedgwick C, Nealis M, Farrell B, Mathieson JR, Penn AM",,,,Canadian Journal of Emergency Medicine,,30277176,Journal Article,2018.0,CJEM. 2018 Oct 2;():.  10.1017/cem.2018.449,Retrospective evaluation of a clinical decision support tool for effective computed tomography angiography utilization in urgent brain imaging of suspected TIA/minor stroke in the emergency department.
Erbilgin N,,,,New Phytologist,,30291808,Journal Article,2018.0,New Phytol. 2018 Oct 6;():.  10.1111/nph.15467,Phytochemicals as mediators for host range expansion of a native invasive forest insect herbivore.
"Thorogood A, Mäki-Petäjä-Leinonen A, Brodaty H, Dalpé G, Gastmans C, Gauthier S, Gove D, Harding R, Knoppers BM, Rossor M, Bobrow M, Global Alliance for Genomics and Health, Ageing and Dementia Task Team.",,,,Alzheimer's & Dementia,,30293575,Journal Article,2018.0,Alzheimers Dement. 2018 Oct;14(10):10.  10.1016/j.jalz.2018.05.011,Consent recommendations for research and international data sharing involving persons with dementia.
"Sham HP, Bazett M, Bosiljcic M, Yang H, Luk B, Law HT, Morampudi V, Yu HB, Pankovich J, Sutcliffe S, Bressler B, Marshall JK, Fedorak RN, Chen J, Jones M, Gunn H, Kalyan S, Vallance BA",10.3389/fimmu.2018.02211,,,Frontiers in Immunology,PMC6170651,30319652,Journal Article,2018.0,Front Immunol. 2018;9():.  10.3389/fimmu.2018.02211,Immune Stimulation Using a Gut Microbe-Based Immunotherapy Reduces Disease Pathology and Improves Barrier Function in Ulcerative Colitis.
"Skinnider MA, Stacey RG, Foster LJ",10.1371/journal.pcbi.1006474,,1553-734X,PLOS Computational Biology,PMC6192561,30332399,Journal Article,2018.0,PLoS Comput Biol. 2018 Oct;14(10):10.  10.1371/journal.pcbi.1006474,Genomic data integration systematically biases interactome mapping.
"Ezewudo M, Borens A, Chiner-Oms Á, Miotto P, Chindelevitch L, Starks AM, Hanna D, Liwski R, Zignol M, Gilpin C, Niemann S, Kohl TA, Warren RM, Crook D, Gagneux S, Hoffner S, Rodrigues C, Comas I, Engelthaler DM, Alland D, Rigouts L, Lange C, Dheda K, Hasan R, McNerney R, Cirillo DM, Schito M, Rodwell TC, Posey J",10.1038/s41598-018-33731-1,,,Scientific Reports,PMC6194142,30337678,Journal Article,2018.0,Sci Rep. 2018 Oct 18;8(1):1.  10.1038/s41598-018-33731-1,Integrating standardized whole genome sequence analysis with a global Mycobacterium tuberculosis antibiotic resistance knowledgebase.
"Stacey RG, Skinnider MA, Chik JHL, Foster LJ",10.1186/s12864-018-5139-2,,,BMC Genomics,PMC6194712,30340458,Journal Article,2018.0,BMC Genomics. 2018 Oct 19;19(1):1.  10.1186/s12864-018-5139-2,Context-specific interactions in literature-curated protein interaction databases.
"Chong LC, Ben-Neriah S, Slack GW, Freeman C, Ennishi D, Mottok A, Collinge B, Abrisqueta P, Farinha P, Boyle M, Meissner B, Kridel R, Gerrie AS, Villa D, Savage KJ, Sehn LH, Siebert R, Morin RD, Gascoyne RD, Marra MA, Connors JM, Mungall AJ, Steidl C, Scott DW",10.1182/bloodadvances.2018023572,,2473-9529,Blood Advances,PMC6199666,30348671,Journal Article,2018.0,Blood Adv. 2018 Oct 23;2(20):20.  10.1182/bloodadvances.2018023572,High-resolution architecture and partner genes of MYC rearrangements in lymphoma with DLBCL morphology.
"Ji H, Enns E, Brumme CJ, Parkin N, Howison M, Lee ER, Capina R, Marinier E, Avila-Rios S, Sandstrom P, Van Domselaar G, Harrigan R, Paredes R, Kantor R, Noguera-Julian M",10.1002/jia2.25193,,,Journal of the International AIDS Society,PMC6198166,30350345,Journal Article,2018.0,J Int AIDS Soc. 2018 Oct;21(10):10.  10.1002/jia2.25193,Bioinformatic data processing pipelines in support of next-generation sequencing-based HIV drug resistance testing: the Winnipeg Consensus.
"Jackman SD, Coombe L, Chu J, Warren RL, Vandervalk BP, Yeo S, Xue Z, Mohamadi H, Bohlmann J, Jones SJM, Birol I",10.1186/s12859-018-2425-6,,,BMC Bioinformatics,PMC6204047,30367597,Journal Article,2018.0,BMC Bioinformatics. 2018 Oct 26;19(1):1.  10.1186/s12859-018-2425-6,Tigmint: correcting assembly errors using linked reads from large molecules.
"Haile S, Corbett RD, Bilobram S, Bye MH, Kirk H, Pandoh P, Trinh E, MacLeod T, McDonald H, Bala M, Miller D, Novik K, Coope RJ, Moore RA, Zhao Y, Mungall AJ, Ma Y, Holt RA, Jones SJ, Marra MA",10.1093/nar/gky1142,,0305-1048,Nucleic Acids Research,PMC6344851,30418619,Journal Article,2018.0,Nucleic Acids Res. 2018 Nov 12;():.  10.1093/nar/gky1142,Sources of erroneous sequences and artifact chimeric reads in next generation sequencing of genomic DNA from formalin-fixed paraffin-embedded samples.
"Tanoshima R, Khan A, Biala AK, Trueman JN, Drögemöller BI, Wright GEB, Hasbullah JS, Groeneweg GSS, Ross CJD, Carleton BC, Canadian Pharmacogenomics Network for Drug Safety Consortium.",,,,Journal of Clinical Pharmacology,,30452777,Journal Article,2018.0,J Clin Pharmacol. 2018 Nov 19;():.  10.1002/jcph.1336,Analyses of Adverse Drug Reactions-Nationwide Active Surveillance Network: Canadian Pharmacogenomics Network for Drug Safety Database.
"Kantar MB, Bruford MW, Rieseberg LH",10.1111/eva.12693,,,Evolutionary Applications,PMC6304677,30622630,Journal Article,2019.0,Evol Appl. 2019 Jan;12(1):1.  10.1111/eva.12693,The genomics of domestication special issue editorial.
"Owens GL, Baute GJ, Hubner S, Rieseberg LH",10.1111/eva.12603,,,Evolutionary Applications,PMC6304689,30622635,Journal Article,2019.0,Evol Appl. 2019 Jan;12(1):1.  10.1111/eva.12603,Genomic sequence and copy number evolution during hybrid crop development in sunflowers.
"Morgan J, Coe RR, Lesueur R, Kenny R, Price R, Makela N, Birch PH",,,,Journal of Genetic Counseling,,30629780,Journal Article,2018.0,J Genet Couns. 2018 Dec 14;():.  10.1002/jgc4.1073,Indigenous Peoples and genomics: Starting a conversation.
McKay SJ; Johnsen RC; Khattra J; Asano J; Baillie JL; Chan S; Dube N; Fang L; Goszczynski B; Ha E; Halfnight E; Hollebakken R; Huang P; Hung K; Jensen V; Jones SJM; Kai H; Li D; Mah A; Marra M; McGhee J; Newbury R; Pouzyrev A; Riddle DL; Sonnhammer E; Tian H; Tu D; Tyson JR; Vatcher G; Warner A; Wong K Zhao Z; Moerman DG;,,,,Cold Spring Harbor Symposia On Quantitative Biology,,15338614,Book Chapter or Contribution to a Collective Work,2003.0,Cold Spring Harb Symp Quant Biol. 2003;68:159-69.,"Gene Expression Profiling of Cells, Tissues, and Developmental Stages of the Nematode C. elegans"
Bowdish DME; Davidson DJ; Hancock REW,,,,,,16909917,Book Chapter or Contribution to a Collective Work,2006.0,Curr Top Microbiol Immunol. 2006;306:27-66.,Immunomodulatory properties of defensins and cathelicidins
Moerman DG; Williams BD,10.1895/wormbook.1.81.1,,,Wormbook,PMC4781162,18050483,Book Chapter or Contribution to a Collective Work,2006.0,WormBook. 2006 Jan; 16:1-16.  10.1895/wormbook.1.81.1.,Sarcomere assembly in C. elegans muscle
Parker CE; Warren MR; Mocanu V; Greer SF; Borchers CH,,,,,,18373253,Book Chapter or Contribution to a Collective Work,2008.0,Methods Mol Biol. 2008;446:109-30.  10.1007/978-1-60327-084-7_8.,Mass spectrometric determination of protein ubiquitination.
Mathewson CA; Schein JE; Marra MA,,,,,,18428413,Book Chapter or Contribution to a Collective Work,2007.0,Curr Protoc Hum Genet. 2007 Apr;Chapter 5:Unit 5.19.  10.1002/0471142905.hg0519s53.,Large-scale BAC clone restriction digest fingerprinting.
Dean RA; Overall CM; Smith D,,,,Current Protocols in Protein Science,,18429318,Book Chapter or Contribution to a Collective Work,2007.0,Curr Protoc Protein Sci. 2007 Aug;Chapter 21:Unit 21.18.  10.1002/0471140864.ps2118s49.,Proteomic identification of cellular protease substrates using isobaric tags for relative and absolute quantification (iTRAQ).
Morrissy SA; Zhao YJ; Delaney A; Asano J; Dhalla N; Li I; McDonald H; Pandoh P; Prabhu A-L; Tam A; Hirst M; Marra MA,,,,Current Protocols in Human Genetics,,20373513,Book Chapter or Contribution to a Collective Work,2010.0,Curr Protoc Hum Genet. 2010 Apr;Chapter 11:Unit 11.11.1-36.  10.1002/0471142905.hg1111s65.,Digital gene expression by tag sequencing on the illumina genomeanalyzer.
"Shah B, Reid JR, Kuzyk MA, Parker CE, Borchers CH.",,,,,,23765621,Book Chapter or Contribution to a Collective Work,,,Developing an iMALDI Method.
"Bracht T, Schweinsberg V, Trippler M, Kohl M, Ahrens M, Padden J, Naboulsi W, Barkovits K, Megger DA, Eisenacher M, Borchers CH, Schlaak JF, Hoffmann AC, Weber F, Baba HA, Meyer HE, Sitek B.",,,,Journal of Proteome Research,,25807371,Book Chapter or Contribution to a Collective Work,2015.0,J Proteome Res. 2015 May 1;14(5):2278-86.  10.1021/acs.jproteome.5b00053,Analysis of disease-associated protein expression using quantitative proteomics
"Percy AJ, Yang J, Chambers AG, Borchers CH",,,,Methods in Molecular Biology,,26867735,Book Chapter or Contribution to a Collective Work,2016.0,Methods Mol Biol. 2016;1410():.  10.1007/978-1-4939-3524-6_1,Increased Depth and Breadth of Plasma Protein Quantitation via Two-Dimensional Liquid Chromatography/Multiple Reaction Monitoring-Mass Spectrometry with Labeled Peptide Standards.
"Portocarrero ME, Giguure AM, Lepine J, Garvelink MM, Robitaille H, Delanoe A, Levesque I, Wilson BJ, Rousseau F, Legare F",10.1186/s12884-017-1273-0,,,BMC Pregnancy and Childbirth,PMC5359918,28320334,Book Chapter or Contribution to a Collective Work,2017.0,BMC Pregnancy Childbirth. 2017 Mar 20;17(1):90.  10.1186/s12884-017-1273-0.,Use of a patient decision aid for prenatal screening for Down syndrome: what do pregnant women say?
,,,,Cancer Research,,12941850,Other,2003.0,Cancer Res. 2003 Aug 15;63(16):5167-8; author reply 5168-9.,
,,,,Cancer Research,,16585227,Other,2006.0,Cancer Res. 2006 Apr 1;66(7):3955-6; author reply 3956.  10.1158/0008-5472.CAN-05-3611 .,
"Krzywinski M, Hirst M",,,,Cell,,27863253,Other,2016.0,Cell. 2016 Nov 17;167(5):1430-1430.e1.  10.1016/j.cell.2016.11.015.,SnapShot: Epigenomic Assays.
Liu Z; Pourghiasian M; Radtke MA; Lau J; Pan J; Yapp D; Lin KS; Benard F; Perrin DM,10.1002/anie.201406258,,,Angewandte Chemie International Edition in English,,25196467,Journal Article,2014.0,Angewandte Chemie 2014 53: 11876,An Organotrifluoroborate for Broadly Applicable One-Step 18F-Labeling
Li Y; Schaffer P; Perrin D,10.1016/j.bmcl.2013.09.064,,,Bioorganic and Medicinal Chemistry Letters,,24144852,Journal Article,2013.0,Bioorg. Med. Chem. Lett. 2013 23: 6313-6316.,Dual isotope labeling: Conjugation of 32P-oligonucleotides with 18F-aryltrifluoroborate via copper(I) catalyzed cycloaddition
Wong BW; Meredith A; Lin D; McManus BM.,10.1016/j.cjca.2012.06.023,,,Canadian Journal of Cardiology,,30859253,Journal Article,2012.0,Canadian Journal of Cardiology. 2012 Nov;28(6):631,The Biological Role of Inflammation in Atherosclerosis
"Labriere C, Gong H, Finlay BB, Reiner NE, Young RN.",10.1016/j.ejmech.2016.09.018,,,European Journal of Medicinal Chemistry,,27643559,Journal Article,2016.0,"European Journal of Medicinal Chemistry (2016),  10.1016/j.ejmech.2016.09.018",Further investigation of inhibitors of MRSA pyruvate kinase: Towards the conception of novel antimicrobial agents.
"Li Y, Donmez N, Sahinalp C, Xie N, Wang Y, Xue H, Mo F, Beltran H, Gleave M, Wang Y, Collins C, Dong X",10.1016/j.eururo.2016.04.028,,,European Urology,,27180064,Journal Article,2016.0,,SRRM4 Drives Neuroendocrine Transdifferentiation of Prostate Adenocarcinoma Under Androgen Receptor Pathway Inhibition
Liu Z: Li Y; Lozada J; Wong MQ; Greene J; Lin KS; Yapp D; Perrin DM,10.1016/j.nucmedbio.2013.05.002,,,Nuclear Medicine and Biology,,23810487,Journal Article,2013.0,Nucl. Med. and Biol. 2013 40: 841,Kit-like 18F-labeling of RGD-19F-Arytrifluroborate in high yield and at extraordinarily high specific activity with preliminary in vivo tumor imaging
Li Y; Liu Z; Lozada J; Wong MQ; Lin KS; Yapp D; Perrin DM,10.1016/j.nucmedbio.2013.08.001,,,Nuclear Medicine and Biology,,24090672,Journal Article,2013.0,Nucl. Med. and Biol. 2013 40: 959-966.,Single step 18F-labeling of dimeric cycloRGD for functional PET imaging of tumors in mice
"Perrin AJ, Nosova E, Co K, Book A, Yu O, Silva V, Thompson C, McKeown MJ, Stoessl AJ, Farrer MJ, Appel-Cresswell S",10.1016/j.parkreldis.2016.12.026.,,,Parkinsonism & Related Disorders,,28089265,Journal Article,2016.0,"Parkinsonism and Related Disorders (2017),  10.1016/j.parkreldis.2016.12.026.",Gender differences in Parkinson's disease depression
"Kuznetsova P, Kuznetsovaa A, Foghtb JM, Siddiquea T",10.1016/j.scitotenv.2014.09.093,,,Science of The Total Environment,,25306090,Journal Article,2015.0,"SciTotal Environ Volume 505, 1 February 2015, Pages 1",Oil sands thickened froth treatment tailings exhibit acid rock drainage potential during evaporative drying
Secko DM; Preto N; Niemeyer S; Burgess MM,10.1016/j.socscimed.2008.11.020,,,Social Science & Medicine,,19095337,Journal Article,2008.0,Soc Sci Med. 2009 Feb;68(4):781-9,Informed consent in biobank research: a deliberative approach to the debate.
Rose N,10.1017/S1745855208006339,,,BioSocieties,,29055268,Journal Article,2008.0,,"Race, Risk and Medicine in the Age of"
"Huan, T.; Wu, Y.;Tang, C., Lin, G., Li, L.",10.1021/acs.analchem.5b02282,,,Analytical Chemistry,,26327437,Journal Article,2015.0,,DnsID in MyCompoundID for rapid identification of dansylated amine- and phenol-containing metabolites in LC-MS-based metabolomics.
"Emwas, A.-H.,Roy, R., McKay, R.T., Ryan, D., Brennan, L., Tenori, L., Luchinat, C., Gao, X., Zeri, A.C., Gowda, G.A.N., Raftery, D., Steinbeck, C., Salek, R.M., Wishart, D.S.",10.1021/acs.jproteome.5b00885,,1535-3893,Journal of Proteome Research,PMC4865177,26745651,Journal Article,2016.0,,Recommendations and standardization of biomarker quantification using NMR-based metabolomics with particular focus on urinary analysis
Hancock REW,10.1038/nrd2223,,,Nature Reviews Drug Discovery,,30937816,Journal Article,2007.0,Nat Rev Drug Discov. 2007 Jan; 6(1):28-28.,The End of an Era?
"Sarah A. Michaud, Nicholas J. Sinclair, Helena P?tro",10.1038/s42003-018-0087-6,,,Communications Biology,PMC6123701,30271959,Journal Article,2018.0,,Molecular phenotyping of laboratory mouse strains using 500 multiple reaction monitoring mass spectrometry plasma assays
"Huan, T,Troyer DA,Li, L",10.1038/srep32272,,,Scientific Reports,PMC5006072,27578275,Journal Article,2016.0,,Metabolite Analysis and Histology on the Exact Same Tissue: Comprehensive Metabolomic Profiling and Metabolic Classification of Prostate Cancer
"Wang X, Han J, Yang J, Pan J, Borchers CH",10.1039/C4SC01850H,,,Chemical Science,,28706636,Journal Article,2014.0,Chem. Sci. 2015. 6: 729-738,Matrix coating assisted by an electric field (MCAEF) for enhanced tissue imaging by MALDI-MS
"Nosyk, Min JE, Krebs E, Zang X, Compton M, Gustafson R, Barrios R, Montaner JSG for the STOP HIV/AIDS Study Group",10.1093/cid/cix832,,1058-4838,Clinical Infectious Diseases,PMC5850008,29028964,Journal Article,2017.0,"Clinical Infectious Diseases, cix832, 10.1093/cid/cix832","The cost-effectiveness of HIV testing and treatment engagement initiatives in British Columbia, Canada: 2011"
