,Publication Category,Publication Year,PMID,DOI,Authors,Title,Journal,Short Citation
3017,Book Chapter or Contribution to a Collective Work,2006,,10.1093/acprof:oso/9780199231461.003.0012,Burgess MM; Tansey J,Cultural Authority of Informed Consent: Indigenous Participation in Biobanking and Salmon Genomics Focus Groups,,The Limits of Consent: A socio-ethical approach to human subject research in medicine. 2009;199-211.
3018,Book Chapter or Contribution to a Collective Work,2004,,10.1139/9780660193366,Huber DPW; J Bohlmann,Terpene synthases and the mediation of plant-insect ecological interactions by terpenoids: a mini-review.,,Plant Adaptation. 2004;70-81.
3019,Book Chapter or Contribution to a Collective Work,2007,,10.1177/0963662510362834,Schuppli CA; Weary DM,Assessing people’s attitudes towards animal use and genetic modification using a web-based interactive survey.,,Sustainable Food Production and Ethics. 2007;472-76.
3020,Book Chapter or Contribution to a Collective Work,2007,,10.1201/9781420008876.ch14,Kuo A; Wilson IM; Vucic E; Lee E; Davies JJ; MacAulay C; Brown C; Lam W,Comparative Cancer Epigenomics,,Comparative Genomics. 2007;261-79.
3021,Book Chapter or Contribution to a Collective Work,2011,,10.1201/b10819-13,Douglas CJ; Ehlting J; Harding SA,Phenylpropanoid and phenolic metabolism in Populus: Gene family structure and comparative and functional genomics.,,"Genetics, Genomics and Breeding of Poplar. 2011;304-26. ISBN 978-1-57808-714-3."
3022,Book Chapter or Contribution to a Collective Work,2011,,10.1201/b11075-3,Mullin TJ; Andersson B; Bastien JC; Beaulieu J; Burdon RD; Dvorak WS; King JN; Kondo T; Krakowski J; Lee SJ; McKeand SE; Pâques L; Raffin A; Russel JH; Skroppa T; Stoehr M ;Yanchuk A,"Economic importance, breeding objectives and achievements, in Plomion C.",,Genomics and Breeding of Conifers. 40-127.
3023,Book Chapter or Contribution to a Collective Work,2011,,10.1201/b11075-6,Ritland K; Krutovsky K; Tsumura Y; Pelgas B; Isabel N; Bousquet J,"Genetic mapping in conifers, in Plomion C.",,Genomics and Breeding of Conifers. 196-238.
3024,Book Chapter or Contribution to a Collective Work,2009,,10.4018/978-1-60566-196-4.ch003,Danielson P,Metaphors and Models for Data Mining Ethics,,Social Implications of Data Mining and Information Privacy. 2009;33-47.
3025,Book Chapter or Contribution to a Collective Work,2015,,10.4155/9781910419441.fseb2013.13.80,"Han, J; Borchers, CH",Chemical derivatization to enhance metabolomic analysis by LC/ESI,,
3026,Book Chapter or Contribution to a Collective Work,2014,,10.1016/B978-0-12-396967-5.00015-3,"Daniel Gaston, Carman Giacomantonio",Chapter 15: Genetics of Colorectal Cancer in Cancer Genomics: From Bench to Personalized Medicine,,
3027,Book Chapter or Contribution to a Collective Work,2014,,10.1016/B978-0-12-396967-5.00024-4,"Matthew Herder, Conrad V Fernandez","Cancer Genomics and Bio-banking: Exploring Key Ethical and Legal Issues, chapter in Cancer Genomics, 1st Edition",Cancer Cell,
3028,Book Chapter or Contribution to a Collective Work,2018,,10.1039/9781788010351-00290,"Lindsay D. Eltis, Rahul Singh",Biological Funneling as a Means of Transforming Lignin-derived Aromatic Compounds into Value-added Chemicals,,
3029,Book Chapter or Contribution to a Collective Work,2007,,10.1002/9780470277560.ch22,"Zhanjiang (John) Liu, Matthew L. Rise, Kristian R. von Schalburg, Glenn A. Cooper andBen F. Koop",Chapter 22. Salmonid DNA Microarrays and Other Tools for Functional Genomics Research Book name: Aquaculture Genome Technologies,,
3030,Book Chapter or Contribution to a Collective Work,2017,,10.1007/7651_2017_112,"Azad Eshghi, Christoph H. Borchers",Multiple Reaction Monitoring Using Double Isotopologue Peptide Standards for Protein Quantification,,
3031,Book Chapter or Contribution to a Collective Work,2018,,10.1007/978-1-4939-7592-1_14,"Wei Han, Liang Li",Chapter: Chemical Isotope Labeling LC-MS for Human Blood Metabolome Analysis. Clinical Metabolomics: Methods and Protocols,,
3032,Book Chapter or Contribution to a Collective Work,2004,,ISBN 0124732763,Gooding RH; Haines LR; Pearson TW,Tste (Glossinidae) and Transmission of African Trypanosomes,,Biology of Disease Vectors. Ed 2. 2004.
3033,Book Chapter or Contribution to a Collective Work,2013,,ISBN 123969670,Kasaian K; Li YY; Jones SJM,Bioinformatics for Cancer Genomics,,
3034,Book Chapter or Contribution to a Collective Work,2005,,ISBN 1-55238-191-9,Burgess MM,Ethical Analysis of Representation in the Governance of Biotechnology,,Crossing Over: Genomics in the Public Arena. 2005;157-72.
3035,Book Chapter or Contribution to a Collective Work,2008,,ISBN 1587061538,Carthy J; Heine H; Mui A; McManus BM,The pathology of heart allograft rejection,,Chronic allograft failure. 2008; CH10.
3036,Book Chapter or Contribution to a Collective Work,2007,,ISBN 1894402316,Carleton BC,A Safe and Effective Medication Use System: Where Do We Go From Here?,,Safe and Effective. 2007; 465-470.
3037,Book Chapter or Contribution to a Collective Work,2004,,ISBN 81-7736-228-3,Bohlmann J; Martin DM; Miller B; DPW Huber,Terpenoid synthases in conifers and poplars,,Plantation Forest Biotechnology for the 21st Century. 2004;181-201.
3038,Book Chapter or Contribution to a Collective Work,2006,,ISBN 8189233570,Griffith M; Marra MA,Alternative expression analysis: Experimental and bioinformatics approaches for the analysis of transcript diversity,,"Genes, Genomes and Genomics. 2007;2:199-250."
3039,Book Chapter or Contribution to a Collective Work,2013,,ISBN 978-0123969675,Chun HJ; Khattra J; Krzywinski M; Aparicio SA; Marra MA,Second-generation sequencing for cancer genome analysis,,
3040,Book Chapter or Contribution to a Collective Work,2012,,ISBN 978-0-520-26933-0,"Castle, D.,K.C. Culver,W. Hannah",Scenarios for food security; Philosophy of Food,,
3041,Book Chapter or Contribution to a Collective Work,2011,,ISBN 9780520269651,Pineda-Krch M,Phenotypic plasticity,,Sourcebook in Theoretical Ecology. 2011.
3042,Book Chapter or Contribution to a Collective Work,2011,,ISBN 9780521112352,Danielson P,Prototyping N-Reasons: A Computer Mediated Ethics Machine,,Machine Ethics. 2011;442-50.
3043,Book Chapter or Contribution to a Collective Work,2010,,ISBN 9780781795388,Rieder M; Carelton B,Mechanisms of Adverse Drug Reactions.,,Neonatal and Pediatric Pharmacology. 2010;CH59.
3044,Book Chapter or Contribution to a Collective Work,2013,,ISBN 978-1-4094-3508-2,Matos S and Hall J,Setting a Framework for LCA in Sustainable Technology Development,,"Sustainable value chain management : a research anthology.- Gower/Ashgate, 2013, p. 124-138"
3045,Book Chapter or Contribution to a Collective Work,2014,,ISBN 978-1-4939-0362-7,Walsh C; Ou K; Belliveau NM; Leaver TJ; Wild AW; Huft J; Lin PJ; Chen S; Leung AK; Lee JB; Hansen CL; Taylor RJ; Ramsay EC; Cullis PR,Microfluidic-based manufacture of siRNA-lipid nanoparticles for Therapeutic Applications,,Drug Delivery Systems. 2014;1141:109-120.
3046,Book Chapter or Contribution to a Collective Work,2016,,ISBN 9781498740661,"Kantar, M, Hybner S, Rieseberg LH",Broadening the genetic basis for crop improvement: Interspecific hybridization within and between ploidy levels in Helianthus,,
3047,Book Chapter or Contribution to a Collective Work,2007,,ISBN 9781904842156,Buys TP; Wilson IM; Coe BP; Lockwood WW; Davies JJ; Chari R; DeLeeuw RJ; Shadeo A; MacAulay C; Lam WL,Key features of bacterial artificial chromosome microarray production and use,,DNA Microarrays. 2007;85-115.
3048,Book Chapter or Contribution to a Collective Work,2014,,ISBN 978-1-908230-31-7,"Gieg LM, Budwill K","Molecular Microbiological Methods Applied to Microbial Methane Production in Oil Reservoirs, Coal Beds, and Shales",,
3049,Book Chapter or Contribution to a Collective Work,2014,,ISBN 978-1-908230-31-7,"Park HS, Mand J, Jack TR, Voordouw G",Next Generation Sequencing Approach to Understand Pipeline Biocorrosion,,
3050,Book Chapter or Contribution to a Collective Work,2009,,ISBN 978-2-89400-268-1,Carleton B; MacLeod S,Pharmacological Research involving Children and Adolescents: The Canadian Context,,"Paediatric Research in Canada. Les Editions Themis, Montreal, 2009"
3051,Book Chapter or Contribution to a Collective Work,2007,,ISBN 978-3-540-34541-1,Bousquet J; Isabel N; Pelgas B; Cottrell J; Rungis D; Ritland K,Spruce,,Genome Mapping and Molecular Breeding in Plants. 2007;93-114.
3052,Book Chapter or Contribution to a Collective Work,2008,,ISBN 978-81-308-0066-0,J MacFarlane; YP Goldberg,Clinical and Molecular Aspects of Juvenile Hemochromatosis.,,Iron Metabolism and Disease.
3053,Book Chapter or Contribution to a Collective Work,2007,,ISBN 1-60021-805-9,Hsing M; Cherkasov A,Bioinformatics Tools for Researching Protein Interaction Networks.,,Genome Research Advances. 2007;1-67.
3054,Book Chapter or Contribution to a Collective Work,2007,,ISBN 9780849392160,Buys TPH; Wilson IM; Coe BP; Lee EHL; Kennett JY; Lockwood WW; Tsui IFL; Shadeo A; Chari R; Garnis C; Lam WL,Detailed comparisons of cancer genomes,,Comparative Genomics: Fundamental and Applied Perspectives. 2007;245-59.
3055,Book Chapter or Contribution to a Collective Work,2011,,ISBN 978-1-904455-87-5,Montoya V; Chiu CY; Tang P,Metagenomics for the identification of novel viruses.,,Metagenomics. 2011;145-160.
3056,Book Chapter or Contribution to a Collective Work,2014,,ISBN 978-1-904455-87-5,"Fowler SJ, Gieg LM",Stable Isotope Probing in Environmental Microbiology Studies,,
3057,Book Chapter or Contribution to a Collective Work,2002,,ISSN 1551-8507,McKay S; Edgley M; Gilchrist E; Jones S; Moerman D,Gene Knockout Methods,Wormbook,WormBook. 2002;17:30.
3058,Book Chapter or Contribution to a Collective Work,2007,,,Hellín P; Manso A; Fenoll J; Carreño J; Flores P,Relationship between antioxidant activity and polyphenolic content in table grape hybrids,,Macromolecules and Secondary Metabolites of Grapevine and Wine. 2007;277-88.
3059,Book Chapter or Contribution to a Collective Work,2011,,,Lund ST; Cramer GR,Functional Genomics: Proteomics and Metabolomics.,,Grapevine Genomics. 2011;299-316.
3060,Book Chapter or Contribution to a Collective Work,2011,,,MacKay JJ; Dean JFD,"Transcriptomics, in Plomion C.",,Genomics and Breeding of Conifers. 323-57.
3061,Book Chapter or Contribution to a Collective Work,2012,,,Bousquet J; Khasa DP; MacKay J,"Functional, ecological and evolutionary genomics.",,"In Proc. 32nd Meeting of the Canadian Forest Genetics Association, Thunder Bay, Ontario, August 2011, Part I. pp. 30-40."
3062,Book Chapter or Contribution to a Collective Work,2012,,,Beaulieu J; Doerksen T; Deslauriers M; Lenz P; Clément S,"2012 Advances in spruce genomics, quantitative genetics and population genetics at the Canadian Forest Service, Canadian Wood Fibre Centre, Québec region.",,"In Proc. 32nd Meeting of the Canadian Forest Genetics Association, Thunder Bay, Ontario, August 2011, Part I. pp. 41-50."
3063,Book Chapter or Contribution to a Collective Work,2013,,,Zerbe P; Bohlmann J,"Metabolic engineering of terpene synthases of conifer defense: bioproducts, biofuels and perfumes.",,Recent Advances in Phytochemistry
3064,Book Chapter or Contribution to a Collective Work,2014,,,Bousquet J; Khasa DP; Mackay J,"Progress in functional, ecological and evolutionary forestry genomics research at Université Laval.",,"In Proc. 33th Meeting of the Canadian Forest Genetics Association, Whistler, British Columbia, July 2013. Part I. 10p. In press."
3065,Book Chapter or Contribution to a Collective Work,2014,,,Karunakaran K,Current Status and Prospects for Development of a Chlamydia Vaccine,,
3066,Book Chapter or Contribution to a Collective Work,2012,,,Burgess MM,"Deriving policy and governance from deliberative events and mini-publics. In: Regulating Next Generation Agri-Food Biotechnologies: Lessons from European, North American and Asian Experiences. New York: Routledge",,
3067,Book Chapter or Contribution to a Collective Work,2014,,,Hall J; Matos S; Bachor V,IP Management and Legitimizations Processes in International and Controversial Environments,,
3068,Book Chapter or Contribution to a Collective Work,2016,,,"Ugochukwu A, Phillips PWB",Technology Adoption: A Literature Review,,
3069,Book or Monograph,2013,,ISBN 9780773542600,Hira A,What Makes Clusters Competitive? Cases from the Global Wine Industry.,a - other journal,What Makes Clusters Competitive. 2013 Nov.
3070,Book or Monograph,2011,,ISBN 9781578087198,Plomion C; Bousquet J; Kole C,"Genetics, Genomics and Breeding of Conifers.",,
3071,Book or Monograph,2017,,ISBN 978-1848318625,"Ennis C, Pugh O.",Introducing Epigenetics: A Graphic Guide,,
3072,Book or Monograph,,,,Marden; E; Godfrey RN; Manion R,Innovation in Agricultural Genomics: Overcoming Complexity in the Intellectual Property-Regulatory Complex,,
3073,Conference Proceedings,2014,,10.1002/hep.27476,"Olmstead A, Montoya V, Joy J, Luo I, Janjua NZ, Poon A, Jacka B, Lamoury F, Applegate TL, Grebely J, Harrigan R, Krajden M",Molecular sequencing and phylogenetics as enhanced surveillance tools for monitoring Hepatitis C virus transmission dynamics in British Columbia,Hepatology,
3074,Conference Proceedings,2018,,10.1016/S0016-5085(18)32179-6,"Jim Pankovich, Shirin Kaylan, Mark Bazett, Ho Pan Sham, Richard Fedorak, John K Marshall, Brian Bressler, Darby Thompson, Simon Sutcliffe, and Hal Gunn","Histological and Endoscopic Healing after QBECO Treatment in an Open-Label, Phase 2 Study in Patients with Ulcerative Colitis",Gastroenterology,"Volume 154, Issue 6, Supplement 1, Page"
3075,Conference Proceedings,2014,,10.1016/S0168-8278(14)60394-9,"Olmstead A, Krajden M, Montoya V, Grebely J, Poon AFY, Harrigan PR, Joy JB","P232 Molecular Phylogenetics of Hepatitis C Virus (HCV) as a tool to understand the HCV epidemic in British Columbia, Canada",Journal of Hepatology,
3076,Conference Proceedings,2014,,10.1016/S0168-8278(14)60923-5,"Jacka B, Applegate T, Poon AF, Harrigan R, Dore GJ, Olmstead A, DeBeck K, Milloy MJ, Lamoury F, Woods C, Brumme Z, Dobrer S, Dias Lima V, Montaner J, Joy J, Marshall BD, Kerr T, Wood E, Krajden M, Grebely J","P762 Temporal changes in Hepatitis C Virus genotype 3A distribution among people who inject drugs in Vancouver, Canada",Journal of Hepatology,
3077,Conference Proceedings,2018,,10.1053/j.gastro.2017.11.085,"Jim Pankovich, Shirin Kaylan, Mark Bazett, Ho Pan Sham, Richard Fedorak, John K Marshall, Brian Bressler, Darby Thompson, Simon Sutcliffe, and Hal Gunn","Histological and Endoscopic Healing after QBECO Treatment in an Open-Label, Phase 2 Study in Patients with Ulcerative Colitis",Gastroenterology,"Volume 154, Issue 1, Supplement, Pages"
3078,Conference Proceedings,2014,,10.1109/BIBM.2014.6999126,Vandervalk BP; Jackman SD; Raymond A; Mohamadi H; Yang C; Attali DA; Chu J; Warren RL; Birol I,Konnector: Connecting paired-end reads using a bloom filter de Bruijn graph,,
3079,Conference Proceedings,2014,,10.1109/CIBCB.2014.6845516,"Hanson NW, Konwar KM, Wu S, Hallam SJ",Metapathways 2.0: A master-worker model for environmental Pathway/Genome Database construction on grids and clouds.,,
3080,Conference Proceedings,2013,,10.1109/ICCABS.2013.6629214,"Rytsareva I, Kalyanaraman A, Konwar K, Hallam SJ",Scalable heuristics for clustering biological graphs.,,
3081,Conference Proceedings,2016,,10.1109/IJCNN.2016.7727697,"Bouneffouf D, Birol I",Ensemble Minimum Sum of Squared Similarities sampling for Nystr,,
3082,Conference Proceedings,2015,,10.1111/jvh.76_12425,"Olmstead AD, Montoya V, Joy J, Poon AF, Jacka B, Lamoury F, Applegate T, Monaner J, Khudyakov Y, Grebely J, Cook D, Harrigan PR, Krajden M",P080: Characterizing hepatitis C virus transmission dynamics using molecular phylogenetic-based methods,Journal of Viral Hepatitis,
3083,Conference Proceedings,2008,,10.1117/12.763519,"Dubrowski P, Lam W, Ling V, Lam S, MacAulay C.",Automated tissue m-FISH analysis workstation for identification of clonally related cells,,"Proc. of SPIE Vol. 6859, 68591T, (2008)"
3084,Conference Proceedings,2006,,10.1145/1150402.1150529,Gao BJ; Griffith OL; Ester M; Jones SJM,Discovering significant OPSM subspace clusters in massive gene expression data.,,Proceedings of the Twelfth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining; 2006 Aug;922-28.
3085,Conference Proceedings,2016,,10.1149/07212.0023ecst,"Mohammad Ali Mahmoudzadeh, Ashwin R Usagocar, Joseph Giorgio, David L Officer, Gordon Wallace, John DW Madden",Solar Rechargeable Redox Battery Based on Polysulfide Electrochemistry,,""" 10.1149/07212.0023ecst ECS Trans. 2016 volume 72, issue 12, 23-31 """
